NAME,POP,DENSITY,SURFACE_AREA,DATE_CODE,DATE_DESC,state,county,PERIOD_CODE,PERIOD_DESC,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL,RBIRTH,RDEATH,RNATURALCHG,RINTERNATIONALMIG,RDOMESTICMIG,RNETMIG
"Dewey County, Oklahoma",4473,4.474649654,999.6313333,2,7/1/2020 population estimate,40,43,11,4/1/2020 to 6/30/2020,16,9,7,0,-14,-14,1,,,,,,
"Dewey County, Oklahoma",4418,4.41962937,999.6313333,3,7/1/2021 population estimate,40,43,12,7/1/2020 to 6/30/2021,62,80,-18,0,-35,-35,-2,13.94668766,17.99572602,,0,-7.873130132,-7.873130132
"Dewey County, Oklahoma",4387,4.388617937,999.6313333,4,7/1/2022 population estimate,40,43,13,7/1/2021 to 6/30/2022,52,89,-37,1,8,9,-3,11.81147076,20.21578649,,0.2271436684,1.817149347,2.044293015
"Dewey County, Oklahoma",4253,4.254568518,999.6313333,5,7/1/2023 population estimate,40,43,14,7/1/2022 to 6/30/2023,43,76,-33,1,-104,-103,2,9.953703704,17.59259259,,0.2314814815,-24.07407407,-23.84259259
"Dewey County, Oklahoma",4268,4.26957405,999.6313333,6,7/1/2024 population estimate,40,43,15,7/1/2023 to 6/30/2024,41,77,-36,1,50,51,0,9.623283652,18.07299613,,0.2347142354,11.73571177,11.97042601
"Dewey County, South Dakota",5301,2.302284797,2302.495333,2,4/1/2010 population estimates base,46,41,1,4/1/2010 to 6/30/2010,33,17,16,0,11,11,-1,,,,,,
"Dewey County, South Dakota",5327,2.313576893,2302.495333,3,7/1/2010 population estimate,46,41,2,7/1/2010 to 6/30/2011,115,52,63,1,9,10,-1,21.44322208,9.69606563,,0.1864628,1.67816521,1.86462801
"Dewey County, South Dakota",5399,2.344847315,2302.495333,4,7/1/2011 population estimate,46,41,3,7/1/2011 to 6/30/2012,151,50,101,0,32,32,2,27.62279338,9.14662032,,0,5.85383701,5.85383701
"Dewey County, South Dakota",5534,2.403479356,2302.495333,5,7/1/2012 population estimate,46,41,4,7/1/2012 to 6/30/2013,140,83,57,0,-4,-4,-1,25.17985612,14.92805755,,0,-0.71942446,-0.71942446
"Dewey County, South Dakota",5586,2.426063549,2302.495333,6,7/1/2013 population estimate,46,41,5,7/1/2013 to 6/30/2014,158,61,97,0,-15,-15,0,28.07890528,10.84059001,,0,-2.66571886,-2.66571886
"Dewey County, South Dakota",5668,2.461677085,2302.495333,7,7/1/2014 population estimate,46,41,6,7/1/2014 to 6/30/2015,152,68,84,0,-46,-46,-1,26.7299745,11.95814649,,0,-8.08933439,-8.08933439
"Dewey County, South Dakota",5705,2.477746607,2302.495333,8,7/1/2015 population estimate,46,41,7,7/1/2015 to 6/30/2016,155,59,96,0,-15,-15,-1,26.97998259,10.26979983,,0,-2.61096606,-2.61096606
"Dewey County, South Dakota",5785,2.51249152,2302.495333,9,7/1/2016 population estimate,46,41,8,7/1/2016 to 6/30/2017,152,62,90,0,-18,-18,0,26.11235183,10.65109088,,0,-3.09225219,-3.09225219
"Dewey County, South Dakota",5857,2.543761942,2302.495333,10,7/1/2017 population estimate,46,41,9,7/1/2017 to 6/30/2018,152,54,98,-1,-30,-31,1,25.80207096,9.16652521,,-0.16975047,-5.092514,-5.26226447
"Dewey County, South Dakota",5925,2.573295118,2302.495333,11,7/1/2018 population estimate,46,41,10,7/1/2018 to 6/30/2019,137,71,66,-1,-99,-100,1,23.18693408,12.01658627,,-0.16924769,-16.75552171,-16.9247694
"Dewey County, South Dakota",5225,2.269277129,2302.495333,2,7/1/2020 population estimate,46,41,11,4/1/2020 to 6/30/2020,29,19,10,0,-27,-27,-1,,,,,,
"Dewey County, South Dakota",5221,2.267539884,2302.495333,3,7/1/2021 population estimate,46,41,12,7/1/2020 to 6/30/2021,115,99,16,0,-23,-23,3,22.01799732,18.95462378,,0,-4.403599464,-4.403599464
"Dewey County, South Dakota",5078,2.205433352,2302.495333,4,7/1/2022 population estimate,46,41,13,7/1/2021 to 6/30/2022,69,118,-49,1,-99,-98,4,13.39935916,22.9148461,,0.194193611,-19.22516749,-19.03097388
"Dewey County, South Dakota",5179,2.249298804,2302.495333,5,7/1/2023 population estimate,46,41,14,7/1/2022 to 6/30/2023,139,95,44,1,60,61,-4,27.10344155,18.52393487,,0.1949887881,11.69932729,11.89431608
"Dewey County, South Dakota",5322,2.311405336,2302.495333,6,7/1/2024 population estimate,46,41,15,7/1/2023 to 6/30/2024,297,85,212,1,-70,-69,0,56.56604133,16.18893439,,0.1904580516,-13.33206361,-13.14160556
"DeWitt County, Texas",20097,22.10941356,908.9793333,2,4/1/2010 population estimates base,48,123,1,4/1/2010 to 6/30/2010,57,91,-34,1,-6,-5,-4,,,,,,
"DeWitt County, Texas",20054,22.06210776,908.9793333,3,7/1/2010 population estimate,48,123,2,7/1/2010 to 6/30/2011,223,261,-38,4,184,188,1,11.07826821,12.96604486,,0.19871333,9.14081323,9.33952657
"DeWitt County, Texas",20205,22.22822814,908.9793333,4,7/1/2011 population estimate,48,123,3,7/1/2011 to 6/30/2012,243,218,25,1,124,125,3,11.98136233,10.74871188,,0.04930602,6.11394621,6.16325222
"DeWitt County, Texas",20358,22.3965488,908.9793333,5,7/1/2012 population estimate,48,123,4,7/1/2012 to 6/30/2013,260,254,6,0,17,17,-4,12.76543513,12.47084816,,0,0.83466307,0.83466307
"DeWitt County, Texas",20377,22.41745137,908.9793333,6,7/1/2013 population estimate,48,123,5,7/1/2013 to 6/30/2014,279,245,34,5,102,107,0,13.64469984,11.98190488,,0.24452867,4.98838489,5.23291356
"DeWitt County, Texas",20518,22.57257041,908.9793333,7,7/1/2014 population estimate,48,123,6,7/1/2014 to 6/30/2015,304,267,37,7,71,78,-1,14.77521264,12.97691373,,0.34021871,3.45078979,3.79100851
"DeWitt County, Texas",20632,22.6979858,908.9793333,8,7/1/2015 population estimate,48,123,7,7/1/2015 to 6/30/2016,259,273,-14,4,3,7,-2,12.55605381,13.23475942,,0.19391589,0.14543692,0.33935281
"DeWitt County, Texas",20623,22.68808458,908.9793333,9,7/1/2016 population estimate,48,123,8,7/1/2016 to 6/30/2017,222,260,-38,4,-408,-404,-1,10.88155283,12.74416097,,0.19606401,-19.99852952,-19.8024655
"DeWitt County, Texas",20180,22.20072477,908.9793333,10,7/1/2017 population estimate,48,123,9,7/1/2017 to 6/30/2018,236,263,-27,6,-52,-46,-1,11.71622896,13.05664499,,0.29787023,-2.58154197,-2.28367175
"DeWitt County, Texas",20106,22.11931478,908.9793333,11,7/1/2018 population estimate,48,123,10,7/1/2018 to 6/30/2019,229,232,-3,-2,59,57,0,11.3743605,11.52336959,,-0.09933939,2.93051209,2.8311727
"DeWitt County, Texas",19844,21.8310794,908.9793333,2,7/1/2020 population estimate,48,123,11,4/1/2020 to 6/30/2020,55,64,-9,0,22,22,3,,,,,,
"DeWitt County, Texas",19965,21.96419574,908.9793333,3,7/1/2021 population estimate,48,123,12,7/1/2020 to 6/30/2021,242,316,-74,-1,191,190,5,12.15805471,15.87580698,,-0.050239896,9.595820041,9.545580145
"DeWitt County, Texas",19783,21.76397116,908.9793333,4,7/1/2022 population estimate,48,123,13,7/1/2021 to 6/30/2022,200,276,-76,5,-111,-106,0,10.06339942,13.8874912,,0.2515849854,-5.585186676,-5.333601691
"DeWitt County, Texas",20238,22.2645326,908.9793333,5,7/1/2023 population estimate,48,123,14,7/1/2022 to 6/30/2023,218,255,-37,33,448,481,11,10.8942805,12.74330976,,1.649134205,22.38824617,24.03738038
"DeWitt County, Texas",20252,22.27993449,908.9793333,6,7/1/2024 population estimate,48,123,15,7/1/2023 to 6/30/2024,218,280,-62,42,33,75,1,10.76809089,13.83057545,,2.074586318,1.630032107,3.704618424
"Dickens County, Texas",2441,2.70704675,901.7206667,2,4/1/2010 population estimates base,48,125,1,4/1/2010 to 6/30/2010,2,2,0,0,6,6,0,,,,,,
"Dickens County, Texas",2447,2.713700695,901.7206667,3,7/1/2010 population estimate,48,125,2,7/1/2010 to 6/30/2011,19,21,-2,2,-47,-45,1,7.83828383,8.66336634,,0.82508251,-19.38943894,-18.56435644
"Dickens County, Texas",2401,2.662687114,901.7206667,4,7/1/2011 population estimate,48,125,3,7/1/2011 to 6/30/2012,21,34,-13,3,-69,-66,0,8.89265297,14.39762863,,1.270379,-29.21871692,-27.94833792
"Dickens County, Texas",2322,2.575076835,901.7206667,5,7/1/2012 population estimate,48,125,4,7/1/2012 to 6/30/2013,25,25,0,1,-28,-27,2,10.82485386,10.82485386,,0.43299415,-12.12383633,-11.69084217
"Dickens County, Texas",2297,2.547352062,901.7206667,6,7/1/2013 population estimate,48,125,5,7/1/2013 to 6/30/2014,22,39,-17,4,-72,-68,3,9.75177305,17.28723404,,1.77304965,-31.91489362,-30.14184397
"Dickens County, Texas",2215,2.45641481,901.7206667,7,7/1/2014 population estimate,48,125,6,7/1/2014 to 6/30/2015,15,23,-8,0,0,0,-3,6.78886626,10.40959493,,0,0,0
"Dickens County, Texas",2204,2.44421591,901.7206667,8,7/1/2015 population estimate,48,125,7,7/1/2015 to 6/30/2016,22,28,-6,0,-7,-7,2,10.00682283,12.73595633,,0,-3.18398908,-3.18398908
"Dickens County, Texas",2193,2.43201701,901.7206667,9,7/1/2016 population estimate,48,125,8,7/1/2016 to 6/30/2017,21,26,-5,0,1,1,1,9.58247775,11.86402008,,0,0.45630846,0.45630846
"Dickens County, Texas",2190,2.428690038,901.7206667,10,7/1/2017 population estimate,48,125,9,7/1/2017 to 6/30/2018,16,22,-6,0,34,34,0,7.25952813,9.98185118,,0,15.42649728,15.42649728
"Dickens County, Texas",2218,2.459741783,901.7206667,11,7/1/2018 population estimate,48,125,10,7/1/2018 to 6/30/2019,16,20,-4,0,-4,-4,1,7.22510725,9.03138406,,0,-1.80627681,-1.80627681
"Dickens County, Texas",1760,1.951823957,901.7206667,2,7/1/2020 population estimate,48,125,11,4/1/2020 to 6/30/2020,3,4,-1,0,-9,-9,-1,,,,,,
"Dickens County, Texas",1736,1.925208176,901.7206667,3,7/1/2021 population estimate,48,125,12,7/1/2020 to 6/30/2021,18,44,-26,1,-2,-1,3,10.29748284,25.17162471,,0.5720823799,-1.14416476,-0.57208238
"Dickens County, Texas",1734,1.922990194,901.7206667,4,7/1/2022 population estimate,48,125,13,7/1/2021 to 6/30/2022,18,31,-13,3,8,11,0,10.37463977,17.86743516,,1.729106628,4.610951009,6.340057637
"Dickens County, Texas",1711,1.897483404,901.7206667,5,7/1/2023 population estimate,48,125,14,7/1/2022 to 6/30/2023,18,25,-7,3,-19,-16,0,10.44992743,14.5137881,,1.741654572,-11.03047896,-9.288824383
"Dickens County, Texas",1725,1.913009276,901.7206667,6,7/1/2024 population estimate,48,125,15,7/1/2023 to 6/30/2024,17,18,-1,3,12,15,0,9.895227008,10.47729919,,1.746216531,6.984866123,8.731082654
"Dickenson County, Virginia",15877,48.04660312,330.45,2,4/1/2010 population estimates base,51,51,1,4/1/2010 to 6/30/2010,39,77,-38,1,9,10,-2,,,,,,
"Dickenson County, Virginia",15847,47.95581782,330.45,3,7/1/2010 population estimate,51,51,2,7/1/2010 to 6/30/2011,178,194,-16,3,-55,-52,0,11.25656106,12.26838677,,0.18971732,-3.47815089,-3.28843357
"Dickenson County, Virginia",15779,47.75003783,330.45,4,7/1/2011 population estimate,51,51,3,7/1/2011 to 6/30/2012,183,212,-29,2,-43,-41,-2,11.62421394,13.46630248,,0.12704059,-2.73137267,-2.60433208
"Dickenson County, Virginia",15707,47.53215312,330.45,5,7/1/2012 population estimate,51,51,4,7/1/2012 to 6/30/2013,174,198,-24,2,-162,-160,3,11.14206128,12.67889732,,0.12806967,-10.37364326,-10.24557359
"Dickenson County, Virginia",15526,46.98441519,330.45,6,7/1/2013 population estimate,51,51,5,7/1/2013 to 6/30/2014,144,206,-62,2,-124,-122,2,9.32944606,13.3462909,,0.12957564,-8.03368967,-7.90411403
"Dickenson County, Virginia",15344,46.43365108,330.45,7,7/1/2014 population estimate,51,51,6,7/1/2014 to 6/30/2015,151,222,-71,0,-70,-70,-2,9.88705189,14.53593059,,0,-4.58340154,-4.58340154
"Dickenson County, Virginia",15201,46.00090785,330.45,8,7/1/2015 population estimate,51,51,7,7/1/2015 to 6/30/2016,131,204,-73,0,-112,-112,-2,8.67118981,13.50322687,,0,-7.41353632,-7.41353632
"Dickenson County, Virginia",15014,45.43501286,330.45,9,7/1/2016 population estimate,51,51,8,7/1/2016 to 6/30/2017,131,207,-76,0,-220,-220,4,8.81086898,13.92251816,,0,-14.7968792,-14.7968792
"Dickenson County, Virginia",14722,44.55136934,330.45,10,7/1/2017 population estimate,51,51,9,7/1/2017 to 6/30/2018,123,200,-77,-1,-116,-117,-2,8.41083151,13.6761488,,-0.06838074,-7.9321663,-8.00054705
"Dickenson County, Virginia",14526,43.95823877,330.45,11,7/1/2018 population estimate,51,51,10,7/1/2018 to 6/30/2019,123,205,-82,0,-126,-126,0,8.5286368,14.21439467,,0,-8.73665234,-8.73665234
"Dickenson County, Virginia",14077,42.59948555,330.45,2,7/1/2020 population estimate,51,51,11,4/1/2020 to 6/30/2020,26,50,-24,0,-28,-28,-1,,,,,,
"Dickenson County, Virginia",13867,41.9639885,330.45,3,7/1/2021 population estimate,51,51,12,7/1/2020 to 6/30/2021,112,229,-117,2,-100,-98,5,8.016032064,16.3899227,,0.1431434297,-7.157171486,-7.014028056
"Dickenson County, Virginia",13714,41.50098351,330.45,4,7/1/2022 population estimate,51,51,13,7/1/2021 to 6/30/2022,119,265,-146,5,-4,1,-8,8.629128748,19.21612704,,0.3625684348,-0.290054748,0.072513687
"Dickenson County, Virginia",13594,41.13784234,330.45,5,7/1/2023 population estimate,51,51,14,7/1/2022 to 6/30/2023,129,255,-126,8,2,10,-4,9.44778087,18.67584591,,0.5859088912,0.1464772228,0.732386114
"Dickenson County, Virginia",13411,40.58405205,330.45,6,7/1/2024 population estimate,51,51,15,7/1/2023 to 6/30/2024,132,264,-132,9,-61,-52,1,9.775967413,19.55193483,,0.6665432327,-4.517681911,-3.851138678
"Dickey County, North Dakota",5287,4.67259434,1131.491333,2,4/1/2010 population estimates base,38,21,1,4/1/2010 to 6/30/2010,15,23,-8,1,-1,0,-1,,,,,,
"Dickey County, North Dakota",5278,4.664640236,1131.491333,3,7/1/2010 population estimate,38,21,2,7/1/2010 to 6/30/2011,40,74,-34,1,10,11,-1,7.59589821,14.0524117,,0.18989746,1.89897455,2.08887201
"Dickey County, North Dakota",5254,4.643429291,1131.491333,4,7/1/2011 population estimate,38,21,3,7/1/2011 to 6/30/2012,38,78,-40,0,6,6,0,7.25606263,14.8940233,,0,1.1456941,1.1456941
"Dickey County, North Dakota",5220,4.613380453,1131.491333,5,7/1/2012 population estimate,38,21,4,7/1/2012 to 6/30/2013,72,59,13,2,-42,-40,1,13.82753985,11.33090071,,0.38409833,-8.06606491,-7.68196658
"Dickey County, North Dakota",5194,4.59040193,1131.491333,6,7/1/2013 population estimate,38,21,5,7/1/2013 to 6/30/2014,70,74,-4,2,-93,-91,2,13.59883439,14.37591064,,0.38853813,-18.06702283,-17.6784847
"Dickey County, North Dakota",5101,4.508209519,1131.491333,7,7/1/2014 population estimate,38,21,6,7/1/2014 to 6/30/2015,53,81,-28,14,-33,-19,0,10.43820778,15.95273264,,2.75726243,-6.49926145,-3.74199902
"Dickey County, North Dakota",5054,4.466671419,1131.491333,8,7/1/2015 population estimate,38,21,7,7/1/2015 to 6/30/2016,71,77,-6,11,-71,-60,-1,14.14201773,15.33711782,,2.19101683,-14.14201773,-11.9510009
"Dickey County, North Dakota",4987,4.407457532,1131.491333,9,7/1/2016 population estimate,38,21,8,7/1/2016 to 6/30/2017,62,75,-13,21,-147,-126,0,12.60803254,15.25165226,,4.27046263,-29.89323843,-25.6227758
"Dickey County, North Dakota",4848,4.284610812,1131.491333,10,7/1/2017 population estimate,38,21,9,7/1/2017 to 6/30/2018,71,55,16,9,57,66,1,14.52091216,11.24859393,,1.84067901,11.6576337,13.49831271
"Dickey County, North Dakota",4931,4.357965328,1131.491333,11,7/1/2018 population estimate,38,21,10,7/1/2018 to 6/30/2019,61,55,6,9,-75,-66,1,12.44516985,11.22105478,,1.8361726,-15.30143834,-13.46526573
"Dickey County, North Dakota",4960,4.38359522,1131.491333,2,7/1/2020 population estimate,38,21,11,4/1/2020 to 6/30/2020,16,15,1,0,-27,-27,-2,,,,,,
"Dickey County, North Dakota",4903,4.333219226,1131.491333,3,7/1/2021 population estimate,38,21,12,7/1/2020 to 6/30/2021,59,83,-24,1,-35,-34,1,11.96390551,16.83057893,,0.2027780594,-7.097232079,-6.89445402
"Dickey County, North Dakota",4941,4.366803222,1131.491333,4,7/1/2022 population estimate,38,21,13,7/1/2021 to 6/30/2022,76,75,1,18,23,41,-4,15.44087769,15.23770825,,3.65704998,4.672897196,8.329947176
"Dickey County, North Dakota",4940,4.365919433,1131.491333,5,7/1/2023 population estimate,38,21,14,7/1/2022 to 6/30/2023,69,69,0,22,-24,-2,1,13.96619775,13.96619775,,4.452990588,-4.857807914,-0.404817326
"Dickey County, North Dakota",4930,4.357081539,1131.491333,6,7/1/2024 population estimate,38,21,15,7/1/2023 to 6/30/2024,52,66,-14,27,-23,4,0,10.53698075,13.37386018,,5.47112462,-4.660587639,0.8105369807
"Dickinson County, Iowa",16667,43.80058867,380.52,2,4/1/2010 population estimates base,19,59,1,4/1/2010 to 6/30/2010,46,51,-5,-1,12,11,-3,,,,,,
"Dickinson County, Iowa",16670,43.80847262,380.52,3,7/1/2010 population estimate,19,59,2,7/1/2010 to 6/30/2011,139,199,-60,3,246,249,0,8.29132989,11.87032121,,0.17894957,14.67386442,14.85281398
"Dickinson County, Iowa",16859,44.30516136,380.52,4,7/1/2011 population estimate,19,59,3,7/1/2011 to 6/30/2012,180,186,-6,5,68,73,-1,10.6559318,11.01112953,,0.29599811,4.02557424,4.32157234
"Dickinson County, Iowa",16925,44.47860822,380.52,5,7/1/2012 population estimate,19,59,4,7/1/2012 to 6/30/2013,155,222,-67,7,15,22,-2,9.17078366,13.13492885,,0.41416442,0.88749519,1.30165962
"Dickinson County, Iowa",16878,44.35509303,380.52,6,7/1/2013 population estimate,19,59,5,7/1/2013 to 6/30/2014,174,228,-54,11,8,19,-3,10.32089685,13.5239338,,0.65247049,0.47452399,1.12699448
"Dickinson County, Iowa",16840,44.25522969,380.52,7,7/1/2014 population estimate,19,59,6,7/1/2014 to 6/30/2015,175,183,-8,5,167,172,0,10.34156719,10.81432455,,0.29547335,9.86880983,10.16428318
"Dickinson County, Iowa",17004,44.68621886,380.52,8,7/1/2015 population estimate,19,59,7,7/1/2015 to 6/30/2016,164,190,-26,9,123,132,-1,9.61510275,11.1394483,,0.52765808,7.21132706,7.73898514
"Dickinson County, Iowa",17109,44.96215705,380.52,9,7/1/2016 population estimate,19,59,8,7/1/2016 to 6/30/2017,141,215,-74,10,98,108,-2,8.23357664,12.55474453,,0.58394161,5.72262774,6.30656934
"Dickinson County, Iowa",17141,45.0462525,380.52,10,7/1/2017 population estimate,19,59,9,7/1/2017 to 6/30/2018,152,190,-38,5,15,20,-2,8.87280369,11.09100461,,0.29186854,0.87560563,1.16747417
"Dickinson County, Iowa",17121,44.99369284,380.52,11,7/1/2018 population estimate,19,59,10,7/1/2018 to 6/30/2019,147,178,-31,5,163,168,0,8.55173216,10.35515867,,0.29087524,9.48253294,9.77340819
"Dickinson County, Iowa",17773,46.7071376,380.52,2,7/1/2020 population estimate,19,59,11,4/1/2020 to 6/30/2020,39,52,-13,1,81,82,-4,,,,,,
"Dickinson County, Iowa",17876,46.97781983,380.52,3,7/1/2021 population estimate,19,59,12,7/1/2020 to 6/30/2021,172,240,-68,13,154,167,4,9.649639541,13.46461331,,0.7293332211,8.639793543,9.369126764
"Dickinson County, Iowa",18052,47.44034479,380.52,4,7/1/2022 population estimate,19,59,13,7/1/2021 to 6/30/2022,147,210,-63,16,221,237,2,8.183032732,11.69004676,,0.8906702293,12.30238254,13.19305277
"Dickinson County, Iowa",18087,47.53232419,380.52,5,7/1/2023 population estimate,19,59,14,7/1/2022 to 6/30/2023,156,195,-39,24,55,79,-5,8.633332411,10.79166551,,1.328204986,3.043803094,4.37200808
"Dickinson County, Iowa",18158,47.71891096,380.52,6,7/1/2024 population estimate,19,59,15,7/1/2023 to 6/30/2024,146,198,-52,30,95,125,-2,8.056283625,10.92564492,,1.655400745,5.242102359,6.897503104
"Dickinson County, Kansas",19749,23.31448405,847.07,2,4/1/2010 population estimates base,20,41,1,4/1/2010 to 6/30/2010,64,40,24,1,1,2,-2,,,,,,
"Dickinson County, Kansas",19773,23.342817,847.07,3,7/1/2010 population estimate,20,41,2,7/1/2010 to 6/30/2011,257,234,23,7,-119,-112,1,13.0265092,11.86071266,,0.35480764,-6.03172994,-5.6769223
"Dickinson County, Kansas",19685,23.23892949,847.07,4,7/1/2011 population estimate,20,41,3,7/1/2011 to 6/30/2012,208,261,-53,7,70,77,-4,10.56105611,13.25209444,,0.35542016,3.55420157,3.90962173
"Dickinson County, Kansas",19705,23.26254029,847.07,5,7/1/2012 population estimate,20,41,4,7/1/2012 to 6/30/2013,216,249,-33,6,-249,-243,4,11.03786601,12.72420665,,0.30660739,-12.72420665,-12.41759926
"Dickinson County, Kansas",19433,22.94143341,847.07,6,7/1/2013 population estimate,20,41,5,7/1/2013 to 6/30/2014,225,217,8,5,-143,-138,2,11.61650059,11.20346946,,0.25814446,-7.38293149,-7.12478703
"Dickinson County, Kansas",19305,22.79032429,847.07,7,7/1/2014 population estimate,20,41,6,7/1/2014 to 6/30/2015,237,240,-3,3,-99,-96,0,12.30817169,12.46397133,,0.15579964,-5.14138817,-4.98558853
"Dickinson County, Kansas",19206,22.67345084,847.07,8,7/1/2015 population estimate,20,41,7,7/1/2015 to 6/30/2016,229,257,-28,4,-226,-222,0,12.00146743,13.46889576,,0.20963262,-11.84424296,-11.63461035
"Dickinson County, Kansas",18956,22.37831584,847.07,9,7/1/2016 population estimate,20,41,8,7/1/2016 to 6/30/2017,214,235,-21,2,-108,-106,0,11.32724626,12.43879846,,0.10586211,-5.71655419,-5.61069207
"Dickinson County, Kansas",18829,22.22838726,847.07,10,7/1/2017 population estimate,20,41,9,7/1/2017 to 6/30/2018,199,216,-17,1,-131,-130,0,10.610221,11.51662179,,0.05331769,-6.98461785,-6.93130015
"Dickinson County, Kansas",18682,22.05484789,847.07,11,7/1/2018 population estimate,20,41,10,7/1/2018 to 6/30/2019,198,199,-1,2,-217,-215,0,10.66006245,10.71390115,,0.1076774,-11.68299774,-11.57532034
"Dickinson County, Kansas",18367,21.68297779,847.07,2,7/1/2020 population estimate,20,41,11,4/1/2020 to 6/30/2020,38,49,-11,0,-18,-18,3,,,,,,
"Dickinson County, Kansas",18463,21.79630963,847.07,3,7/1/2021 population estimate,20,41,12,7/1/2020 to 6/30/2021,193,272,-79,1,167,168,7,10.48058648,14.77056747,,0.0543035569,9.068694,9.122997556
"Dickinson County, Kansas",18344,21.65582537,847.07,4,7/1/2022 population estimate,20,41,13,7/1/2021 to 6/30/2022,194,310,-116,1,5,6,-9,10.54147309,16.84462195,,0.0543374902,0.2716874508,0.3260249409
"Dickinson County, Kansas",18432,21.75971289,847.07,5,7/1/2023 population estimate,20,41,14,7/1/2022 to 6/30/2023,220,305,-85,-1,177,176,-3,11.96432456,16.5869045,,-0.054383293,9.625842941,9.571459648
"Dickinson County, Kansas",18621,21.98283495,847.07,6,7/1/2024 population estimate,20,41,15,7/1/2023 to 6/30/2024,221,308,-87,0,280,280,-4,11.92885866,16.6248347,,0,15.11348609,15.11348609
"Dickinson County, Michigan",26168,34.38859321,760.95,2,4/1/2010 population estimates base,26,43,1,4/1/2010 to 6/30/2010,58,44,14,3,-25,-22,-2,,,,,,
"Dickinson County, Michigan",26158,34.37545174,760.95,3,7/1/2010 population estimate,26,43,2,7/1/2010 to 6/30/2011,221,334,-113,-5,28,23,0,8.46321755,12.79056409,,-0.19147551,1.07226286,0.88078735
"Dickinson County, Michigan",26068,34.25717853,760.95,4,7/1/2011 population estimate,26,43,3,7/1/2011 to 6/30/2012,263,293,-30,-4,141,137,-3,10.06891271,11.21745789,,-0.15313936,5.39816233,5.24502297
"Dickinson County, Michigan",26172,34.39384979,760.95,5,7/1/2012 population estimate,26,43,4,7/1/2012 to 6/30/2013,253,318,-65,0,-90,-90,-2,9.69590128,12.18694311,,0,-3.44913484,-3.44913484
"Dickinson County, Michigan",26015,34.18752875,760.95,6,7/1/2013 population estimate,26,43,5,7/1/2013 to 6/30/2014,254,288,-34,0,-82,-82,-1,9.78560284,11.09548668,,0,-3.15913162,-3.15913162
"Dickinson County, Michigan",25898,34.03377357,760.95,7,7/1/2014 population estimate,26,43,6,7/1/2014 to 6/30/2015,217,331,-114,3,-126,-123,0,8.41754107,12.83965942,,0.11637154,-4.88760449,-4.77123296
"Dickinson County, Michigan",25661,33.72232078,760.95,8,7/1/2015 population estimate,26,43,7,7/1/2015 to 6/30/2016,258,316,-58,7,-111,-104,0,10.08600469,12.35340109,,0.27365129,-4.3393276,-4.06567631
"Dickinson County, Michigan",25499,33.509429,760.95,9,7/1/2016 population estimate,26,43,8,7/1/2016 to 6/30/2017,299,325,-26,3,-50,-47,-2,11.74322016,12.76436973,,0.11782495,-1.96374919,-1.84592424
"Dickinson County, Michigan",25424,33.41086799,760.95,10,7/1/2017 population estimate,26,43,9,7/1/2017 to 6/30/2018,239,281,-42,0,-11,-11,0,9.41037504,11.06408111,,0,-0.4331135,-0.4331135
"Dickinson County, Michigan",25371,33.34121821,760.95,11,7/1/2018 population estimate,26,43,10,7/1/2018 to 6/30/2019,238,305,-67,0,-64,-64,-1,9.40525588,12.05295396,,0,-2.52914444,-2.52914444
"Dickinson County, Michigan",25907,34.04560089,760.95,2,7/1/2020 population estimate,26,43,11,4/1/2020 to 6/30/2020,55,74,-19,0,-31,-31,2,,,,,,
"Dickinson County, Michigan",25824,33.93652671,760.95,3,7/1/2021 population estimate,26,43,12,7/1/2020 to 6/30/2021,240,394,-154,2,47,49,22,9.278769017,15.2326458,,0.0773230751,1.817092266,1.894415341
"Dickinson County, Michigan",25977,34.13759117,760.95,4,7/1/2022 population estimate,26,43,13,7/1/2021 to 6/30/2022,234,335,-101,9,252,261,-7,9.034574622,12.93411324,,0.3474836393,9.729541901,10.07702554
"Dickinson County, Michigan",26069,34.25849267,760.95,5,7/1/2023 population estimate,26,43,14,7/1/2022 to 6/30/2023,207,311,-104,41,162,203,-7,7.954501787,11.95096645,,1.575529339,6.225262268,7.800791607
"Dickinson County, Michigan",25995,34.16124581,760.95,6,7/1/2024 population estimate,26,43,15,7/1/2023 to 6/30/2024,198,350,-152,49,31,80,-2,7.606023356,13.44499078,,1.882298709,1.190842041,3.07314075
"Dickson County, Tennessee",49650,101.3472137,489.9,2,4/1/2010 population estimates base,47,43,1,4/1/2010 to 6/30/2010,158,150,8,0,32,32,-6,,,,,,
"Dickson County, Tennessee",49684,101.4166156,489.9,3,7/1/2010 population estimate,47,43,2,7/1/2010 to 6/30/2011,598,494,104,-1,195,194,0,12.00008027,9.91310979,,-0.02006702,3.91306965,3.89300263
"Dickson County, Tennessee",49982,102.024903,489.9,4,7/1/2011 population estimate,47,43,3,7/1/2011 to 6/30/2012,569,504,65,3,167,170,-3,11.35773883,10.06028185,,0.05988263,3.33346641,3.39334904
"Dickson County, Tennessee",50214,102.4984691,489.9,5,7/1/2012 population estimate,47,43,4,7/1/2012 to 6/30/2013,641,472,169,-4,-212,-216,-3,12.77172289,9.40445117,,-0.07969874,-4.22403315,-4.30373189
